,用户名称,弹幕,会员等级,发布时间,弹幕点赞,弹幕id
0,,撒撒！！！！！！,0,89,0,6729750862102991187
0,,双北排面,0,87,4,6729751283877741636
0,,撒老师可是高材生,0,89,0,6729751372168107161
0,,撒撒！！！！,0,87,0,6729751404714589900
0,蓝格子,撒撒,0,85,0,6729752732383770338
0,,双北 双北,0,87,0,6729751306434002495
0,,撒老师终于来了,0,85,10,6729755957602580861
0,,机智的监狱生活的配乐,0,88,0,6729760736697399754
0,,这阵容好强,0,87,0,6729764348719770480
0,,徐律,0,85,0,6729775721142055857
0,,撒撒撒撒撒撒撒撒撒撒撒撒撒撒,0,85,1,6729790022283886124
0,,哈哈,0,85,0,6729922577197186223
0,玺,为双北打call~~,0,85,2,6729933703969484759
0,"-　　　悟空,",找完对象找工作，被鹅安排得明明白白,3,73,34,6729784749196506608
0,圣雪天使,信号和offer同时看，爱情事业两手抓,3,72,26,6729908276651608641
0,,来啦,3,70,0,6729722800111121212
0,,哦豁,4,71,0,6729721446306873302
0,,终于来了，喜欢徐律，双北,0,70,16,6729721164856835529
0,,尼莫！！,0,72,2,6729724282681142064
0,,为双北打call~~,0,71,13,6729723920813369673
0,,1111111,0,73,4,6729723687454573064
0,,是我来早了吗？[不行],0,72,0,6729724832449501239
0,,咋没弹幕嘞,2,74,2,6729724864611158108
0,风向决定发型,范丞丞，我来了,0,73,8,6729725009742777318
0,,00老师!!,0,72,2,6729725827904684160
0,,撒撒和炅炅！！！,0,70,10,6729726447474643203
0,,深深我爱你,0,71,3,6729728131641914425
0,,忠实观众来了！！等好久了！,0,70,11,6729729992294598179
0,GKBS,撒撒，我要考北大！！,0,72,5,6729731093735607364
0,,丞丞我来啦,0,74,3,6729732227087189325
0,,周深我们来啦！,0,73,0,6729732712464319922
